|year|album|song|danceability|energy|speechiness|acousticness|liveness|valence|duration_ms|lyrics|cover|songwriters_parsed|vocals_parsed|popularity
46|1964|Beatles for Sale|Mr. Moonlight|0.631|0.424|0.0438|0.796|0.118|0.589|158627|Mr. Moonlight... You came to me one summer night, And from your beam, you made my dream And from the world you sent my girl And from above you sent us love And now she is mine, I think you'll find That we love you Mr. Moonlight Mr. Moonlight, come again please Here I am, on my knees, begging if you please And the night you don't come my way I pray and pray more each day Cause we love you Mr. Moonlight And the night you don't come my way I pray and pray more each day Cause we love you Mr. Moonlight Mr. Moonlight come again please Here I am on my knees, begging if you please And the night you don't come my way I pray and pray more each day Cause we love you Mr. Moonlight Mr. Moonlight... Mr. Moonlight... Mr. Moonlight...|VERDADEIRO|[Roy Lee Johnson]|[Lennon]|
47|1964|Beatles for Sale|Kansas City / Hey-Hey-Hey-Hey!|0.588|0.724|0.0335|0.614|0.877|0.924|158147||VERDADEIRO|[Jerry Leiber, Mike Stoller]|[McCartney]|
48|1964|Beatles for Sale|Eight Days a Week|0.652|0.583|0.038|0.412|0.119|0.744|163600|Ooh i need your love babe, Guess you know it's true. Hope you need my love babe, Just like i need you. Hold me, love me, hold me, love me. Ain't got nothin'but love babe, Eight days a week. Love you ev'ry day girl, Always on my mind. One thing i can say girl, Love you all the time. Hold me, love me, hold me, love me. Ain't got nothin'but love babe, Eight days a week. Eight days a week I love you. Eight days a week Is not enough to show i care. Ooh i need your love babe, ... Eight days a week ... Love you ev'ry ... Eight days a week. eight days a week. eight days a week.|FALSO|[Paul McCartney, John Lennon]|[Lennon, McCartney]|64.0
49|1964|Beatles for Sale|Words of Love|0.551|0.533|0.0297|0.323|0.173|0.85|124320||VERDADEIRO|[Buddy Holly]|[Lennon, McCartney]|48.0
50|1964|Beatles for Sale|Honey Don't|0.629|0.545|0.0348|0.473|0.0854|0.735|177427||VERDADEIRO|[Carl Perkins]|[Starr]|43.0
51|1964|Beatles for Sale|Every Little Thing|0.74|0.49|0.038|0.488|0.103|0.678|123800|When I'm walking beside her People tell me I'm lucky. Yes, I know I'm a lucky guy. I remember the first time I was lonely without her. Yes I'm thinking about her now. Every little thing she does, She does for me, yeah. And you know the things she does, She does for me, oooh. When I'm with her I'm happy Just to know that she loves me. Yes, I know that she loves me now. There is one thing I'm sure of, I will love her forever. For I know love will never die. Every little thing she does, She does for me, yeah. And you know the things she does, She does for me, oooh. Every little thing she does, She does for me, yeah. And you know the things she does, She does for me, oooh. Every little thing, Every little thing (fade away)|FALSO|[Paul McCartney]|[Lennon, McCartney]|46.0
52|1964|Beatles for Sale|I Don't Want to Spoil the Party|0.533|0.668|0.033|0.451|0.149|0.889|154467|I don't want to spoil the party so I'll go, I would hate my disappointment to show, There's nothing for me here, So I will disappear, If she turns up while I'm gone please let me know. I've had a drink or two and I don't care, There's no fun in what I do if she's not there, I wonder what went wrong, I've waited far too long, I think I'll take a walk and look for her. Though tonight she's made me sad, I still love her, If I find her I'll be glad, I still love her. I don't want to spoil the party so I'll go, I would hate my disappointment to show, There's nothing for me here so I will disappear, If she turns up while I'm gone please let me know. Though tonight she's made me sad, I still love her, If I find her I'll be glad, I still love her. I've had a drink or two and I don't care, There's no fun in what I do if she's not there, I wonder what went wrong I've waited far too long, I think I'll take a walk and look for her.|FALSO|[John Lennon]|[Lennon, with McCartney]|44.0
53|1964|Beatles for Sale|What You're Doing|0.695|0.53|0.0403|0.301|0.0583|0.825|150040|Look what you're doing, I'm feeling blue and lonely Would it be too much to ask of you What you're doing to me?  You got me running and there's no fun in it Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wond'ring what you're gonna do And should you need a love that's true It's me  Please stop your lying, you've got me crying, girl Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wond'ring what you're gonna do And should you need a love that's true It's me  Please stop your lying, you've got me crying, girl Why should it be so much to ask of you What you're doing to me? What you're doing to me? What you're doing to me?|FALSO|[Paul McCartney]|[McCartney]|44.0
54|1964|Beatles for Sale|Everybody's Trying to Be My Baby|0.543|0.806|0.0385|0.466|0.134|0.943|146000|(Perkins) Well they took some honey from a tree Dressed it up and they called it me Everybody's trying to be my baby Everybody's trying to be my baby Everybody's trying to be my baby, now Well half past nine, half past four Fifty women knocking on my door Everybody's trying to be my baby Everybody's trying to be my baby Everybody's trying to be my baby, now Went out last night, I didn't stay late 'Fore I got home I had nineteen dates Everybody's trying to be my baby Everybody's trying to be my baby Everybody's trying to be my baby, now Went out last night, I didn't stay late 'Fore I got home I had nineteen dates Everybody's trying to be my baby Everybody's trying to be my baby Everybody's trying to be my baby, now Well they took some honey from a tree Dressed it up and they called it me Everybody's trying to be my baby Everybody's trying to be my baby Everybody's trying to be my baby, now|VERDADEIRO|[Carl Perkins]|[Harrison]|43.0
55|1965|Help!|Help!|0.534|0.725|0.0332|0.188|0.0994|0.763|139560|Help, I need somebody, Help, not just anybody, Help, you know I need someone, help. When I was younger, so much younger than today, I never needed anybody's help in any way. But now these days are gone, I'm not so self assured, Now I find I've changed my mind and opened up the doors. Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me. And now my life has changed in oh so many ways, My independence seems to vanish in the haze. But every now and then I feel so insecure, I know that I just need you like I've never done before. Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me. When I was younger, so much younger than today, I never needed anybody's help in any way. But now these daya are gone, I'm not so self assured, Now I find I've changed my mind and opened up the doors. Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me, help me, help me, oh|FALSO|[John Lennon, Paul McCartney]|[Lennon]|70.0
56|1965|Help!|The Night Before|0.461|0.762|0.0379|0.0537|0.238|0.632|154933|We said our goodbyes. (Ah.. the night before.) Love was in your eyes. (Ah.. the night before.) Now, today I find You have changed your mind. Treat me like you did the night before.  Were you tellin' lies? (Ah.. the night before.) Was I so unwise? (Ah.. the night before.) When I held you near, You were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did, It makes me want to cry.  We said our goodbyes. (Ah.. the night before.) Love was in your eyes. (Ah.. the night before.) Now, today I find You have changed your mind. Treat me like you did the night before. Yes.  When I held you near, You were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did, It makes me want to cry.  Were you tellin' lies? (Ah.. the night before.) Was I so unwise? (Ah.. the night before.) When I held you near, You were so sincere. Treat me like you did the night before. Like the night before.|FALSO|[Paul McCartney]|[McCartney]|56.0
57|1965|Help!|You've Got to Hide Your Love Away|0.398|0.392|0.0282|0.207|0.102|0.378|129120|Here I stand head in hand Turn my face to the wall If she's gone I can't go on Feeling two-foot small  Everywhere people stare Each and every day I can see them laugh at me And I hear them say  Hey you've got to hide your love away Hey you've got to hide your love away  How can I even try I can never win Hearing them, seeing them In the state I'm in  How could she say to me Love will find a way Gather round all you clowns Let me hear you say  Hey you've got to hide your love away Hey you've got to hide your love away|FALSO|[John Lennon]|[Lennon]|63.0
58|1965|Help!|I Need You|0.601|0.489|0.0455|0.277|0.0988|0.638|148787|You don't realize how much I need you, Love you all the time and never leave you. Please come on back to me, I'm lonely as can be, I need you. Said you had a thing or two to tell me. How was I to know you would upset me? I didn't realize, As I looked in your eyes, You told me Oh yes you told me, you don't want my loving anymore. That's when it hurt me, and feeling like this I just can't go on anymore. Please remember how I feel about you, I could never really live without you. So come on back and see, Just what you mean to me, I need you.|FALSO|[George Harrison]|[Harrison]|53.0
59|1965|Help!|Another Girl|0.516|0.638|0.0314|0.238|0.333|0.822|125360|For I have got another girl, Another girl. You're making me say that I've got Nobody but you. But as from today, well I've seen Somebody that's new. I ain't no fool an I don't take what I don't want For I have got another girl, Another girl. She's sweeter than all the girls and I've met quite a few. Nobody in all the world can Do what she can do. And so I'm telling you this time you better stop For I have got another girl, Another girl Who will love me to the end, Through thick and thin She will always be my friend. I don't wanna say that I've been Unhappy with you. But as from today well I've seen Somebody that's new. I ain't no fool an I don't take what I don't want For I have got another girl, Another girl, another girl|FALSO|[Paul McCartney]|[McCartney]|48.0
60|1965|Help!|You're Going to Lose That Girl|0.533|0.66|0.0337|0.346|0.26|0.818|138667| You're going to lose that girl You're going to lose that girl If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind  You're going to lose that girl You're going to lose that girl If you don't treat her right, my friend You're going to find her gone Cos I will treat her right, and then You'll be the lonely one  You're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?  You're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?  If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind You're going to lose that girl You're going to lose that girl You're going to lose that girl|FALSO|[John Lennon]|[Lennon]|57.0
61|1965|Help!|Ticket to Ride|0.519|0.85|0.0678|0.0457|0.233|0.749|189680|I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  She said that living with me Is bringing her down, yeah For she would never be free When I was around  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me  I think I'm gonna be sad I think it's today, yeah The girl that's driving me mad Is going away, yeah  Oh, she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  I don't know why she's riding so high She ought to think twice She ought to do right by me Before she gets to saying goodbye She ought to think twice She ought to do right by me  She said that living with me Is bringing her down, yeah For she would never be free When I was around  Ah, she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride But she don't care  My baby don't care, my baby don't care My baby don't care, my baby don't care My baby don't care, my baby don't care (fade out)|FALSO|[John Lennon]|[Lennon, McCartney]|65.0
62|1965|Help!|Act Naturally|0.702|0.447|0.0308|0.366|0.153|0.944|150373|They're gonna put me in the movies They're gonna make a big star out of me We'll make a film about a man that's sad and lonely And all I gotta do is act naturally Well, I'll bet you I'm gonna be a big star Might win an Oscar you can never tell The movies gonna make me a big star 'Cause I can play the part so well Well I hope you'll come and see me in the movies Then I know that you will plainly see The biggest fool that ever hit the big time And all I gotta do is act naturally We'll make the scene about a man that's sad and lonely And begging down upon his bended knee I'll play the part and I won't need rehearsing All I gotta do is act naturally Well, I'll bet you I'm gonna be a big star Might win an Oscar you can never tell The movies gonna make me a big star 'Cause I can play the part so well Well I hope you'll come and see me in the movies Then I know that you will plainly see The biggest fool that ever hit the big time And all I gotta do is act naturally|VERDADEIRO|[Johnny Russell, Voni Morrison]|[Starr]|48.0
63|1965|Help!|It's Only Love|0.629|0.551|0.0256|0.22|0.0432|0.685|116480|I get high when I see you go by My oh my When you sigh, my, my inside just flies Butterflies Why am I so shy when I'm beside you? It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you Is it right that you and I should fight Every night? Just the sight of you makes nighttime bright Very bright Haven't I the right to make it up girl? It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you Yes it's so hard loving you, loving you|FALSO|[John Lennon]|[Lennon]|51.0
64|1965|Help!|You Like Me Too Much|0.555|0.57|0.0302|0.415|0.191|0.899|156867|Though you've gone away this morning You'll be back again tonight Telling me there'll be no next time If I just don't treat you right You'll never leave me and you know it's true Cos you like me too much and I like you  You've tried before to leave me But you haven't got the nerve To walk out and make me lonely Which is all that I deserve You'll never leave me and you know it's true Cos you like me too much and I like you  I really do, and it's nice when you believe me If you leave me  I will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like you  Cos you like me too much and I like you I really do, and it's nice when you believe me If you leave me  I will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like you Cos you like me too much and I like you|FALSO|[George Harrison]|[Harrison]|46.0
65|1965|Help!|Tell Me What You See|0.592|0.796|0.0429|0.061|0.131|0.7|157987|If you let me take your heart I will prove to you We will never be apart if I'm part of you Open up your eyes now, tell me what you see It is no surprise now, what you see is me  Big and black the clouds may be, time will pass away If you put your trust in me I'll make bright your day Look into these eyes now, tell me what you see Don't you realise now, what you see is me Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|46.0
66|1965|Help!|I've Just Seen a Face|0.647|0.56|0.0387|0.723|0.118|0.913|125040|I've just seen a face I can't forget the time or place Where we just meet, She's just a girl for me And I want all the world to see We've met. Had it been another day I might have looked the other way And I'd have never been aware, But as it is I'll dream of her tonight. Falling yes I am falling, And she keeps calling Me back again. I have never known The like of this, I've been alone And I have missed things And kept out of sight, For other girls were never quite Like this Falling yes I am falling, And she keeps calling Me back again.|FALSO|[Paul McCartney]|[McCartney]|61.0
67|1965|Help!|Yesterday|0.332|0.179|0.0326|0.879|0.0886|0.315|125667|Yesterday all my troubles seemed so far away. Now it looks as though they're here to stay. Oh, I believe in yesterday.  Suddenly, I'm not half the man I used to be. There's a shadow hanging over me. Oh, yesterday came suddenly.  Why she had to go? I don't know, she wouldn't say. I said something wrong. Now I long for yesterday.  Yesterday love was such an easy game to play. Now I need a place to hide away. Oh, I believe in yesterday.  Why she had to go? I don't know, she wouldn't say. I said something wrong. Now I long for yesterday.  Yesterday love was such an easy game to play. Now I need a place to hide away. Oh, I believe in yesterday.  Mm mm mm mm mm mm mm.|FALSO|[Paul McCartney]|[McCartney]|76.0
68|1965|Help!|Dizzy Miss Lizzy|0.373|0.934|0.0591|0.116|0.0962|0.918|176507||VERDADEIRO|[Larry Williams]|[Lennon]|46.0
69|1965|Rubber Soul|Drive My Car|0.754|0.571|0.0421|0.0173|0.3|0.82|148893|Asked a girl what she wanted to be She said baby, Can't you see I wanna be famous, a star on the screen But you can do something in between Baby you can drive my car Yes I'm gonna be a star Baby you can drive my car And maybe I love you I told a girl that my prospects were good And she said baby, It's understood Working for peanuts is all very fine But I can show you a better time Baby you can drive my car Yes I'm gonna be a star Baby you can drive my car And maybe I love you Beep Beep'm Beep Beep yeah Baby you can drive my car Yes I'm gonna be a star Baby you can drive my car And maybe I love you I told that girl I can start right away And she said, Listen baby I got something to say I got no car and it's breaking my heart But I've found a driver and that's a start Baby you can drive my car Yes I'm gonna be a star Baby you can drive my car And maybe I love you Beep Beep'm Beep Beep yeah Beep Beep'm Beep Beep yeah Beep Beep'm Beep Beep yeah Beep Beep'm Beep Beep yeah (fade out)|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|65.0
70|1965|Rubber Soul|Norwegian Wood (This Bird Has Flown)|0.425|0.369|0.0379|0.183|0.112|0.65|124693|I once had a girl Or should I say She once had me  She showed me her room Isn't it good? Norwegian wood  She asked me to stay and she told me to sit anywhere So I looked around and I noticed there wasn't a chair  I sat on a rug Biding my time Drinking her wine  We talked until two And then she said It's time for bed  She told me she worked in the morning and started to laugh I told her I didn't and crawled off to sleep in the bath  And when I awoke I was alone This bird has flown  So I lit a fire Isn't it good? Norwegian wood|FALSO|[John Lennon, Paul McCartney]|[Lennon]|68.0
71|1965|Rubber Soul|You Won't See Me|0.488|0.539|0.0304|0.136|0.0538|0.473|199960|When I call you up Your line's engaged I have had enough So act your age We have lost the time That was so hard to find And I will lose my mind If you won't see me (You won't see me) You won't see me (You won't see me)  I don't know why you Should want to hide But I can't get through My hands are tied I won't want to stay I don't have much to say But I can't turn away And you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing  Though the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing  Though the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)|FALSO|[Paul McCartney]|[McCartney]|57.0
72|1965|Rubber Soul|Nowhere Man|0.534|0.624|0.0462|0.00797|0.128|0.687|163693|He's a real nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans For nobody. Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, please listen, You don't know what you're missing, Nowhere Man, the world is at your command. He's as blind as he can be, Just sees what he wants to see, Nowhere Man can you see me at all? Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, don't worry, Take your time, don't hurry, Leave it all 'till somebody else Lends you a hand. He's a real Nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans For nobody.|FALSO|[John Lennon, Paul McCartney]|[Lennon, McCartney, Harrison]|63.0
73|1965|Rubber Soul|Think for Yourself|0.529|0.567|0.0282|0.0124|0.0729|0.799|138520|I've got a word or two To say about the things that you do You're telling all those lies About the good things that we can have If we close our eyes  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  I left you far behind The ruins of the life that you have in mind And though you still can't see I know your mind's made up You're gonna cause more misery  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  Although your mind's opaque Try thinking more if just for your own sake The future still looks good And you've got time to rectify All the things that you should  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you  Do what you want to do And go where you're going to Think for yourself Cos I won't be there with you Think for yourself Cos I won't be there with you|FALSO|[George Harrison]|[Harrison]|52.0
74|1965|Rubber Soul|The Word|0.59|0.641|0.0416|0.00682|0.0553|0.792|163107|Say the word and you'll be free Say the word and be like me Say the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  In the beginning I misunderstood But now I've got it, the word is good  Spread the word and you'll be free Spread the word and be like me Spread the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  Everywhere I go I hear it said In the good and bad books that I have read  Say the word and you'll be free Say the word and be like me Say the word I'm thinking of Have you heard the word is love? It's so fine, it's sunshine It's the word, love  Now that I know what I feel must be right I'm here to show everybody the light  Give the word a chance to say That the word is just the way It's the word I'm thinking of And the only word is love It's so fine, it's sunshine It's the word, love  Say the word, love Say the word, love Say the word, love Say the word, love|FALSO|[John Lennon, Paul McCartney]|[Lennon, McCartney, Harrison]|51.0
75|1965|Rubber Soul|Michelle|0.578|0.29|0.0341|0.652|0.105|0.666|162373|Michelle, my belle. These are words that go together well, My Michelle. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I love you, I love you, I love you. That's all I want to say. Until I find a way I will say the only words I know that You'll understand. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I need to, I need to, I need to. I need to make you see, Oh, what you mean to me. Until I do I'm hoping you will Know what I mean. I love you. I want you, I want you, I want you. I think you know by now I'll get to you somehow. Until I do I'm telling you so You'll understand. Michelle, my belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I will say the only words I know that You'll understand, my michelle.|FALSO|[Paul McCartney, John Lennon]|[McCartney]|66.0
76|1965|Rubber Soul|What Goes On|0.67|0.776|0.0749|0.0168|0.0732|0.765|168573|What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?  The other day I saw you As I walked along the road But when I saw him with you I could feel my future fold It's so easy for a girl like you to lie Tell me why  What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?  I met you in the morning Waiting for the tides of time But now the tide is turning I can see that I was blind It's so easy for a girl like you to lie Tell me why  What goes on in your heart?  I used to think of no one else But you were just the same You didn't even think of me As someone with a name Did you mean to break my heart and watch me die Tell me why  What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?|FALSO|[John Lennon, Paul McCartney, Ringo Starr]|[Starr]|50.0
77|1965|Rubber Soul|Girl|0.699|0.294|0.0294|0.587|0.117|0.893|151720|Is there anybody gone to listen to my story All about the girl who came to stay? She's the kind of girl you want so much It makes you sorry, Still, you don't regret a single day. Ah girl, girl She's the kind of girl who puts you down When friends are there, you feel a fool. When you say she's looking good She acts as if it's understood. She's cool Girl, girl When I think of all the times I've tried to leave her She will turn to me and start to cry. And she promises the earth to me And I believe her, After all this time I don't know why. Ah, girl, girl She's the kind of girl who puts you down when friends are there, You feel a fool. When you say she's looking good, she acts as if it's understood. She's cool, Girl, girl Was she told when she was young the fame Would lead to pleasure? Did she understand it when they said That a man must break his back to earn His day of leisure? Will she still believe it when he's dead? Ah girl, girl, girl.|FALSO|[John Lennon]|[Lennon]|61.0
78|1965|Rubber Soul|I'm Looking Through You|0.667|0.498|0.0364|0.00772|0.0481|0.774|146387|I'm looking through you, where did you go? I thought I knew you, what did I know? You don't look different, but you have changed I'm looking through you, you're not the same Your lips are moving, I cannot hear Your voice is soothing, but the words aren't clear You don't sound different, I've learned the game I'm looking through you, you're not the same Why, tell me why, did you not treat me right? Love has a nasty habit of disappearing overnight You're thinking of me, the same old way You were above me, but not today The only difference is you're down there I'm looking through you, and you're nowhere Why, tell me why, did you not treat me right? Love has a nasty habit of disappearing overnight I'm looking through you, where did you go I thought I knew you, what did I know You don't look different, but you have changed I'm looking through you, you're not the same Yeah Oh baby I'm changed Ah I'm looking through you Yeah I'm looking through you|FALSO|[Paul McCartney]|[McCartney, Lennon]|59.0
79|1965|Rubber Soul|In My Life|0.688|0.435|0.0323|0.449|0.113|0.435|146333|There are places I remember All my life, though some have changed Some forever not for better Some have gone and some remain All these places have their moments With lovers and friends I still can recall Some are dead and some are living In my life I've loved them all But of all these friends and lovers There is no one compares with you And these memories lose their meaning When I think of love as something new Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more In my life I love you more|FALSO|[John Lennon, Paul McCartney]|[Lennon]|73.0
80|1965|Rubber Soul|Wait|0.552|0.487|0.04|0.0175|0.105|0.657|134720|It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone  Wait till I come back to your side We'll forget the tears we've cried  But if your heart breaks Don't wait, turn me away And if your heart's strong Hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  I feel as though You ought to know That I've been good As good as I can be And if you do I'll trust in you And know that you Will wait for me  It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone  Wait till I come back to your side We'll forget the tears we've cried  I feel as though You ought to know That I've been good As good as I can be And if you do I'll trust in you And know that you Will wait for me  But if your heart breaks Don't wait, turn me away And if your heart's strong Hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  It's been a long time Now I'm coming back home I've been away now Oh how, I've been alone|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|52.0
81|1965|Rubber Soul|If I Needed Someone|0.492|0.755|0.0331|0.00748|0.102|0.796|142267|If I needed someone to love You're the one that I'd be thinking of, If I needed someone If I had some more time to spend, Then I guess I'd be with you my friend, If I needed someone Had You come some other day then, It may not have been like this, But you see now I'm too much in love. Carve your number on my wall And maybe you will get a call from me, If I needed someone.|FALSO|[George Harrison]|[Harrison]|53.0
82|1965|Rubber Soul|Run for Your Life|0.563|0.705|0.103|0.0103|0.0552|0.822|141093|Well I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  Well I know that I'm a wicked guy And I was born with a jealous mind And I can't spend my whole life Trying just to make you toe the line  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  Let this be a sermon I mean everything I've said Baby, I'm determined And I'd rather see you dead  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl  I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Or you won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end ah little girl Nah nah nah Nah nah nah Nah nah nah Nah nah nah (fade out)|FALSO|[John Lennon, Paul McCartney]|[Lennon]|56.0
83|1966|Revolver|Taxman|0.469|0.596|0.0749|0.0101|0.321|0.783|158853|One, two, three, four (for you, nineteen for me) One, two (one, two, three, four)  Let me tell you how it will be There's one for you, nineteen for me 'Cause I'm the taxman Yeah, I'm the taxman  Should five per cent appear too small Be thankful I don't take it all 'Cause I'm the taxman Yeah, I'm the taxman  (If you drive a car, car) I'll tax the street (If you try to sit, sit) I'll tax your seat (If you get too cold, cold) I'll tax the heat (If you take a walk, walk) I'll tax your feet Taxman  'Cause I'm the taxman Yeah, I'm the taxman  Don't ask me what I want it for (Ha, ha, Mr. Wilson) If you don't want to pay some more (Ha, ha, Mr. Heath) 'Cause I'm the taxman Yeah, I'm the taxman  Now my advice for those who die (Taxman) Declare the pennies on your eyes (Taxman) 'Cause I'm the taxman Yeah, I'm the taxman And you're working for no one but me (Taxman)|FALSO|[George Harrison]|[Harrison, Lennon, McCartney]|59.0
84|1966|Revolver|Eleanor Rigby|0.581|0.28|0.0381|0.936|0.305|0.813|126533|Ah, look at all the lonely people Ah, look at all the lonely people Eleanor Rigby picks up the rice in the church where a wedding has been, Lives in a dream Waits at the window, wearing the face that she keeps in a jar by the door Who is it for? All the lonely people Where do they all come from? All the lonely people Where do they all belong? Father Mckenzie writing the words of a sermon that no one will hear No one comes near. Look at him working, darning his socks in the night when there's nobody there What does he care? All the lonely people Where do they all come from? All the lonely people Where do they all belong? Ah, look at all the lonely people Ah, look at all the lonely people Eleanor Rigby died in the church and was buried along with her name Nobody came Father Mckenzie wiping the dirt from his hands as he walks from the grave No one was saved All the lonely people (ah, look at all the lonely people) Where do they all come from? All the lonely people (ah, look at all the lonely people) Where do they all belong?|FALSO|[Paul McCartney, John Lennon, Donovan]|[McCartney]|69.0
85|1966|Revolver|I'm Only Sleeping|0.494|0.47|0.0301|0.21|0.28|0.698|180320|When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float up stream (Float up stream) Please, don't wake me, no, don't shake me Leave me where I am, I'm only sleeping Everybody seems to think I'm lazy I don't mind, I think they're crazzy Running everywhere at such a speed Till they find there's no need (There's no need) Please, don't spoil my day, I'm miles away And after all I'm only sleeping Keeping an eye on the world going by my window Taking my time Lying there and staring at the ceiling Waiting for a sleepy feeling... Please, don't spoil my day, I'm miles away And after all I'm only sleeping Ooh yeah Keeping an eye on the world going by my window Taking my time When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float up stream (Float up stream) Please, don't wake me, no, don't shake me Leave me where I am, I'm only sleeping|FALSO|[John Lennon]|[Lennon]|60.0
86|1966|Revolver|Love You To|0.391|0.593|0.0413|0.7|0.0829|0.707|179827|Each day just goes so fast I turn around - it's past You don't time to hang a sign on me Love me while you can Before I'm dead old man A lifetime is so short A new one can't be bought And what you've got means such a lot to me Make love all day long Make love singing songs There's people standing round Who screw you in the ground They'll fill your head with all the things you see I'll make love to you If you want me to|FALSO|[George Harrison]|[Harrison]|52.0
87|1966|Revolver|Here, There and Everywhere|0.29|0.247|0.0383|0.921|0.0917|0.36|144880|To lead a better life I need my love to be here...  Here, making each day of the year Changing my life with the wave of her hand Nobody can deny that there's something there  There, running my hands through her hair Both of us thinking how good it can be Someone is speaking but she doesn't know he's there  I want her everywhere and if she's beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share  Each one believing that love never dies Watching her eyes and hoping I'm always there  I want her everywhere and if she's beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share  Each one believing that love never dies Watching her eyes and hoping I'm always there  I will be there and everywhere Here, there and everywhere|FALSO|[Paul McCartney]|[McCartney]|62.0
